Label	Category	ENG	PL
Trimvine_Inter_20	Dialogue	Are you here to apply to work under miss Laura Tonitrui? I have to warn you, competition is fierce, but the reward is most certainly worth it.	Jesteś tu, by zatrudnić się u pani Laury Tonitrui? Muszę cię ostrzec, że konkurencja jest spora, ale nagroda jest zdecydowanie tego warta.
Trimvine_Inter_30	Dialogue	Ever since the Tonitrui allied themselves with Drake, I can sleep without a worry. Who could ever beat a man capable of seeing the future?	Od kiedy Tonitrui sprzymierzyli się z Drakeem mogę spać bez zmartwień. Kto miałby pokonać mężczyznę zdolnego do widzenia przyszłości?
Trimvine_Inter_40	Dialogue	Don't you think you're snooping around a bit too much? This is private property, and I don't recall ever inviting you here.	Nie za dużo tutaj węszysz? To prywatna posesja, a ja nie przypominam sobie, żebym ciebie zapraszał.
Trimvine_Inter_50	Dialogue	There's a rumor that a powerful blade was hidden within the tree next to me. There might be some truth to that: all who tried to cut the tree down have failed miserably.	Jest pogłoska, że potężne ostrze zostało ukryte w drzewie obok mnie. Może jest w tym nieco prawdy: każdy kto próbował je ściąć odniósł kompletną porażkę.
Trimvine_Inter_60	Dialogue	...But then again, if so many powerful and influential families are willing to oppose Drake, they must know something we don't.	...No ale skoro tylko silnych i wpływowych rodzin jest skłonna stanąć przeciwko Drakeowi, to muszą wiedzieć coś czego my nie wiemy.
Trimvine_Inter_70	Dialogue	...But how exactly are you supposed to defeat someone who can see the future? Even without that, isn't he the strongest Enforcer, excluding monsters like Alex Wester?	...No ale jak niby ktoś miałby pokonać gościa widzącego przyszłość? Nawet bez tego nie jest on przypadkiem najsilniejszym Autarchą? No może poza potworami takimi jak Alex Wester.
Trimvine_Inter_80	Dialogue	A powerful blade indeed. Too bad it's a 'Twin' type. Unless I can find the other blade, the weapon is pretty much useless.	Faktycznie potężne ostrze. Szkoda, że to typ 'Bliźniaczy'. Jeśli nie znajdę drugiego takiego, to ta broń pozostanie bezużyteczna.
Trimvine_Inter_90	Dialogue	...Guess I was being too optimistic about the location of the second blade, and this poor tree paid the price.	...Chyba byłem zbyt optymistyczny, jeśli chodzi o lokację drugiego ostrza, a cenę za to zapłaciło to biedne drzewo.
Trimvine_Inter_100	Dialogue	Something's buried here. A strong 'Twin' type weapon. Unless I find the other twin, I won't be able to use it properly.	Coś jest tutaj zakopane. Silna broń typu 'Bliźniaczego'. Jeśli znajdę drugą część pary, to będę mógł jej zacząć używać.
Trimvine_Inter_110	Dialogue	And with this, the twin blades are reunited. The only question is: how did they end up scattered around like this? And who did they belong to in the first place?	No i te dwa ostrza są z powrotem razem. Pozostaje tylko pytanie, czemu zostały tak rozsiane? I do kogo oryginalnie należały?
Trimvine_Inter_120	Dialogue	The chest's gone, as so is the gold. Judging from the traces, it must have been carried off somewhere around week 30.	Skrzynia przepadła, a z nią całe złoto. Sądząc po śladach, to musieli ją wynieść około 30 tygodnia.
Trimvine_Inter_130	Dialogue	...Do they think they're being sneaky? I swear, ever since Drake took control, the level of Salutis assassins fell sharply. I guess being used as a spy instead of an assassin takes some getting used to.	...Czy myślą, że ich nie widzę? Przysięgam, od kiedy Drake przejął kontrolę, poziom zabójców Salutis zszedł na psy. Pewnie jeszcze się przyzwyczajają do wykonywania misji szpiegowskich zamiast zabójstw.
Trimvine_Inter_140	Dialogue	...I quite liked that tree, you know? *Sigh* Guess that's what I get for sharing stupid rumors with a walking demolition machines.	...Wiesz, całkiem lubiłem to drzewo. *Wzdycha* No nic, tak się dzieje, gdy dzielę się głupimi plotkami z chodzącymi maszynami do rozbiórki.
DuplicateToolFoundNotification	Dialogue	I already checked that before. Nothing new to learn from this.	Już to wcześniej sprawdzałem. Nic nowego się z tego nie nauczę.
Trimvine_StackingChest_0	Dialogue	I recognize that insignia, seems to be a criminal organization's hidden stash. I could grab it now, or maybe wait until later once they've accumulated a bit more. There's also a danger that they move the stash at some point. So, what should I do?	Rozpoznaję ten znak, to wygląda na ukrytą skrzynkę przestępczej organizacji. Mógłbym ją wziąć teraz, albo poczekać aż się zbierze tutaj jeszcze więcej. Choć wtedy jest zagrożenie, że przeniosą ją gdzieś indziej. A więc co powinienem zrobić?
Trimvine_StackingChest1_0	Dialogue	*Take {0} gold now*	*Weź teraz {0} złota*
Trimvine_StackingChest2_0	Dialogue	*Wait for more gold, but risk getting nothing*	*Czekaj na więcej złota i ryzykuj, że skończysz z niczym*
Trimvine_Inter_170	Dialogue	Lately, I've been feeling inspired every time I work on my art. Before I noticed, I had countless buyers lining up for my creations. If you drop by near the end of the year, I'll have a surprise for you.	Ostatnimi czasy czuję napływ inspiracji za każdym razem gdy pracuję. Nim się zorientowałam, niezliczeni kupcy zaczęli się ustawiać by kupić moje dzieła. Jeśli wpadniesz do mnie pod koniec tego roku, to będę miała dla ciebie niespodziankę.
Trimvine_Rockalibur_0	Dialogue	...Don't tell me that sword is <i>still</i> stuck here? It was one of Laura's jokes from back when I worked here, making me think of a way to infuse a greatsword with earth energy.	...Nie mów mi, że ten miecz <i>dalej</i> tu tkwi? To był jeden z żartów Laury z czasów, kiedy tutaj pracowałem. Miałem wynaleźć sposób na napełnienie miecza energią ziemi.
Trimvine_Rockalibur_10	Dialogue	I found rocks filled to the brim with magic and got to work. Unfortunately, them and the sword got along a bit <i>too</i> well. So well, in fact, that nobody was able to tear them apart.	Znalazłem kamienie wypełnione magią i zabrałem się do roboty. Niestety, kamienie i miecz trochę <i>za</i> bardzo się polubiły. Tak bardzo, że nikt nie był zdolny do oddzielenia ich od siebie.
Trimvine_Rockalibur_20	Dialogue	For some time, Laura put in on display because she found it funny. It seems like it was tossed outside, but still perfectly visible to anyone passing by.	Przez jakiś czas Laura wystawiła go na pokaz, bo uznała że to śmieszne. Wygląda na to, że skończył wyrzucony na zewnątrz, ale nadal perfekcyjnie widoczny dla wszystkich wokół.
Trimvine_Rockalibur_30	Dialogue	By now, I'm strong enough to forcibly tear it out, but it would undoubtedly damage the blade. Alternatively, I could ask around in the Molis family for a more delicate method.	Teraz już jestem w stanie wyciągnąć go siłą, ale to bez wątpienia uszkodzi ostrze. Z drugiej strony mógłbym popytać w rodzinie Molis czy mają może jakiejś delikatniejszej metody.
Trimvine_Rockalibur1_0	Dialogue	*Forcefully pull out the blade, lowering its rarity from <color=#F30000>Masterful</color> to <color=#0009CF>Excellent</color>*	*Wyciągnij ostrze na siłę, obniżając jego rzadkość <color=#F30000>Mistrzowskiej</color> do <color=#0009CF>Wybitnej</color>*
Trimvine_Rockalibur2_0	Dialogue	*Leave for now*	*Na razie odejdź*
LaurasLab_Inter_0	Dialogue	Go ahead, let it all out. Just remember that I've already billed your account for all incurred losses.	No dawaj, ulżyj sobie. Ale pamiętaj że rachunek za spowodowane straty już trafił na twoje konto.
LaurasLab_Inter_10	Dialogue	...I didn't think this through.	...Chyba nie do końca to przemyślałem.
LaurasLab_Inter_20	Dialogue	Joke's on you, I'm completely broke right now anyway.	Tak się składa, że i tak jestem kompletnie spłukany.
LaurasLab_Inter_30	Dialogue	No problem, that's why we have this thing called 'debt'. And just because it's you: 0% rates.	Nie ma problemu, od tego mamy coś takiego jak 'dług'. Specjalnie dla ciebie: raty 0%.
LaurasLab_Inter_40	Dialogue	Doesn't budge. It would take a level 30 attack to even scratch this door.	Nawet nie drgnie. Potrzebowałbym ataku na poziomie 30 żeby zadrapać te drzwi.
LaurasLab_Inter_50	Dialogue	This one seems functional. Laura did say I'm free to take anything I find useful, so... don't mind me.	Ten wydaje się być sprawny. Laura mówiła, że mogę wziąć cokolwiek mi wpadnie w oko, więc... nie będę się krępował.
LaurasLab_Inter_60	Dialogue	This one's no good. It's stuck there strictly for research purposes. It's just a bunch of scrap as far as I'm concerned.	Ten do niczego się nie nadaje. Tkwi tam tylko do badań. Jeśli chodzi o mnie, to jest to tylko sterta złomu.
LaurasLab_Inter_70	Dialogue	Found something useful. Wouldn't hurt to take them with me. I <i>do</i> have the owner's permission.	Znalazłem coś użytecznego. Nie zaszkodziłoby wziąć tego ze mną. Bądź co bądź, <i>mam</i> zezwolenie od właścicielki.
LaurasLab_Inter_80	Dialogue	Some money lying around. Normally I wouldn't take this, but all money I've saved up over the years evaporated due to my equipment undergoing 'Energy Destabilization'.	Bezpańsko leżące złoto. Zwykle bym tego nie brał, ale całe pieniądze które zbierałem przez lata rozpadło się na kawałki przez 'Destabilizację Energii' mojego ekwipunku.
LaurasLab_Inter_90	Dialogue	And what do we have here? A mint-condition, never used 'Enforcer Badge'? Might be worth quite a bit, let's check who it belongs to...	A co my tu mamy? Świeżutka, nigdy nie używana 'Odznaka Eksperta'? Może być sporo warta, sprawdźmy do kogo należy...
LaurasLab_Inter_100	Dialogue	...Laura Tonitrui? She did say I can take whatever I find useful but... Even someone like <i>me</i> doesn't have the gall to sell this for a bunch of coin.	...Laury Tonitrui? No cóż, mówiła że mogę wziąć wszystko, co przydatne ale... Nawet ktoś taki jak <i>ja</i> nie ma tupetu żeby wziąć to i sprzedać za garść złota.
LaurasLab_Inter_110	Dialogue	Didn't think I'd ever fall this low, but here we are. Guess I'm more desperate than I thought. It's moments like these that remind me why Laura hates my guts.	Nie myślałem, że upadnę tak nisko, ale chyba się przeliczyłem. Chyba jestem bardziej zdesperowany niż myślałem. Momenty takie jak ten przypominają mi, czemu Laura mnie nienawidzi.
LaurasLab_Inter_120	Dialogue	Hey, you're an acquaintance of Laura, aren't you? Convince her to give more funds for my research! I'm so close to creating a powerful, flame-shooting artifact, but I need a bit more support!	Ej, jesteś znajomym Laury, prawda? Przekonaj ją, żeby dała więcej funduszy na moje badania! Jestem tak blisko stworzenia potężnego artefaktu strzelającego ogniem, ale potrzebuję odrobiny więcej wsparcia!
LaurasLab_Inter_130	Dialogue	Ah, even though I'm so close! Just a bit more support and I would be able to finish a 'freeze orb' prototype. Could you talk to Laura for me? She got a lot more stingy when it comes to research funding these days.	Ah, a jestem już tak blisko! Tylko trochę więcej wsparcia i byłbym w stanie dokończyć prototyp 'zamrażającej kuli'. Mógłbyś pogadać o tym z Laurą? Ostatnimi czasy stała się o wiele bardziej skąpa jeśli chodzi o dotacje na badania.
LaurasLab_Inter_140	Dialogue	You wouldn't believe it from looking around this place, but we're actually on the brink of war. During the upcoming eclipse, Drake will no doubt try to get complete control over Penance and, by extension, the whole country.	Nie domyśliłbyś się po wyglądzie tego miejsca, ale jesteśmy na skraju wojny. W najbliższe zaćmienie, Drake niewątpliwie spróbuje przejąć kompletną kontrolę nad Pokutą, a co za tym idzie, całym krajem.
LaurasLab_Inter_150	Dialogue	This damaged pair of blade handles seems to be a discarded experiment. They're good conduits for all sorts of energies, but none of the scientists here were able to come up with a functional combination.	Ta uszkodzona para rękojeści do ostrzy wygląda na porzucony eksperyment. Są dobrymi przewodnikami różnego rodzaju energii, ale żadnemu z naukowców nie udało się dobrać odpowiedniej kombinacji.
LaurasLab_Inter_160	Dialogue	Grane quit working here recently: some sort of argument broke out between him and Laura. You might remember him from your days spent here. Sometimes I wonder what happened to him after that.	Grane odszedł ostatnio z pracy tutaj: między nim a Laurą wywiązała się jakaś kłótnia. Może pamiętasz go z czasów, kiedy tutaj pracowałeś. Czasem się zastanawiam co się z nim po tym stało.
LaurasLab_Inter_170	Dialogue	Alright, here I am. Now that I'm officially opposing Drake, I'll only be able to enter places like these while incognito. Nobody should recognize me now, except maybe Laura.	Dobra, no to jestem. Teraz jak już oficjalnie jestem wrogiem Drake, obszary takie jak te będę mógł odwiedzać tylko incognito. Nikt mnie teraz nie rozpozna, może poza Laurą.
LaurasLab_Inter_180	Dialogue	...What a mess of a waiting room. Guess Laura's bad habits die hard.	...Więcej rzeczy już się chyba tutaj nie dało upchać. Widać złe nawyki Laury mają się dobrze.
LaurasLab_Inter_190	Dialogue	...A secret passage. Guess this must be the place where Laura conducts research that should not see the light of the day.	...Tajne przejście. To musi być miejsce, w którym Laura wykonuje badania, o których nikt nie powinien wiedzieć.
LaurasLab_Inter_200	Dialogue	A notebook lied protected by the most sophisticated 'Energy Lock' Alex had ever seen. Next to it, there was a bunch of research notes Laura left regarding describing it. Based on the dates, Laura seemed to have acquired it a few days before Alex woke up in the warehouse. The notes stated the following:	Na biurku leżał notes chroniony przez najbardziej skomplikowany 'Zamek Energetyczny', jaki Alex kiedykolwiek widział. Obok niego rozrzucone były notatki opisujące czym on jest. Patrząc po datach, Laura zdobyła go kilka dni przed tym, jak Alex obudził się w magazynie. Napisane w nich było: 
LaurasLab_Inter_210	Dialogue	"""Given how well guarded this was, this should be goldmine when it comes to understanding Drake's motivations. Too bad it's protected by a level 85 Energy Circuit. There shouldn't be anyone on the continent capable of breaking this, aside from maybe Alex and Drake himself."	"""Patrząc po tym jak jest chroniony, ten notes powinien być ogromną pomocą w zrozumieniu intencji Drake. Niestety jest chroniony przez Układ Energetyczny poziomu 85. Nie powinno być na tym kontynencie nikogo zdolnego do złamania go, może poza Alexem i samym Drake. "
LaurasLab_Inter_220	Dialogue	"""After working on it for a bit, I was able to simplify the Energy Circuit to level 50. I probably won't be able to get it much lower, and I have other things to do."" It seemed like without a special method, restoring his strength would be the only way for Alex to open the lock."	"""Po tym jak nieco przy nim popracowałam, udało mi się uprościć Układ Energetyczny do poziomu 50. Raczej nie uda mi się obniżyć go o wiele więcej, zresztą mam inne rzeczy do załatwienia."" Wygląda na to, że bez specjalnej metody odzyskanie utraconej siły będzie jedynym sposobem no otworzenie zamka."
LaurasLab_Inter_230	Dialogue	No good. Still not strong enough to break through this lock. Would need at least level 50.	Nie da rady. Nadal jestem za słaby, żeby otworzyć ten zamek. Potrzebuję przynajmniej poziomu 50.
LaurasLab_Inter_240	Dialogue	It's open! No idea what kind of notebook would be valuable enough to hide behind such a lock, so let's check.	Otwarte! Nie mam pojęcia, jaki notes mógłby być warty tak potężnego zamka, więc pora to sprawdzić.
LaurasLab_Inter_250	Dialogue	It's a research paper regarding healing substances. They made a lot of progress since my time here. I can learn a lot from this.	To opis badań na temat substancji leczniczych. Zrobili całkiem spore postępy od kiedy tu byłem ostatnio. Mogę się z tego sporo nauczyć.
LaurasLab_Device_0	Dialogue	Guess this thing was moved to Laura's private study: the Energy Observation and Manipulation Device. She never did have a naming sense, but when I wanted to call it the E-Manipulator, she vetoed it. In the, started simply calling it 'the Device'.	Więc to zostało przeniesione do prywatnej czytelni Laury: Urządzenie do Obserwacji i Manipulacji Energią. Nigdy nie miała talentu do wymyślania nazw, ale kiedy chciałem to nazwać E-Manipulatorem, to się nie zgodziła. Koniec końców, po prostu zaczęliśmy to nazywać 'Urządzeniem'.
LaurasLab_Device_10	Dialogue	Back when we were kids, it was only a fun little experiment she has been implementing on the side. However, it seems like more and more time and funds were being funneled into working on it.	Kiedy byliśmy dziećmi, to był tylko fajny mały eksperyment implementowany w wolnym czasie. Wygląda na to,że ostatnimi czasy coraz więcej czasu i funduszy jest pompowanych w pracę nad nim.
LaurasLab_Device_20	Dialogue	I suppose this is the 'secret weapon' Laura mentioned for dealing with Drake's precognition, but it's still unfinished. For now, all it can do is give me some bizarre visions where I'm fighting using completely different techniques than usual.	Podejrzewam, że to jest ta 'tajna broń', którą Laura przygotowała przeciwko prekognicji Drake, ale nadal jest niedokończona. Na razie jedyne co może zrobić, to pokazywać mi jakieś dziwne wizje, w którym walczę zupełnie innymi technikami niż normalnie.
LaurasLab_10_0	Dialogue	"""Hello! Laura informed me that you would be dropping by,"" a lab assistant said with a smile."	
LaurasLab_10_10	Dialogue	"""Nice to meet you. I assume you're the scientist in charge of those tubes?"" Alex asked. He knew that it was the Restoration Department, but he was currently undercover. Pretending not to know it was the safer bet."	
LaurasLab_10_20	Dialogue	"Indeed,"" the woman said, obviously proud and happy that she would be able to talk to someone about her work. ""It's called the Restoration Department, and it's where we try to repair various weapons that we happen to acquire."	
LaurasLab_10_30	Dialogue	So once they're done being repaired, may I take some of them?	
LaurasLab_10_40	Dialogue	Laura informed me that you're allowed to take any you wish. We can also give them to you right now in case you want to perform the repairs on your own. Do remember that they will 	
LaurasLab_10_50	Dialogue	Sounds good. What's the current status of each of those weapons?	
LaurasLab_10_60	Dialogue	Starting from the left, we have: the Harpoon, est. .	
LaurasLab_Relana_0	Dialogue	A middle-aged woman stood next to a table, completely absorbed by her research. Alex knew her from the 2 years he spent as an assistant here before: Relana, the head researcher from before Laura assumed said position. Kind and observant, she was one of the most pleasant people to work with.	Kobieta w średnim wieku stała obok stołu, w pełni zajęta swoimi badaniami. Alex znał ją z czasów, kiedy spędził tutaj 2 lata jako asystent: nazywała się Relana, i była głównym naukowcem, dopóki Laura nie przejęła tej roli. Miła i spostrzegawcza, była jedną z najprzyjemniejszych osób do współpracy.
LaurasLab_Relana_10	Dialogue	"""Oh, Alex sweetie, didn't see you here for quite a while. What brings you here?"" Relana said as she noticed Alex walking around the workshop. "	"""O, Alex kochanie, nie widziałam cię tutaj już długi czas. Co cię tu przynosi?"" Relana powiedziała gdy zauważyła Alexa chodzącego po pracowni."
LaurasLab_Relana_20	Dialogue	"""I'm supposed to be here incognito, you know?"" Alex said with a sigh. He hoped that other researchers were currently busy with something else."	"""Wiesz, jestem tutaj incognito,"" Alex powiedział i westchnął. Miał nadzieję, że inni naukowcy byli akurat zajęci czymś innym.."
LaurasLab_Relana_30	Dialogue	"I do apologize for that,"" the woman said with a smile. ""But changing your hair and eye color isn't going to fool anyone who knows you well."	"W takim razie przepraszam,"" Relana powiedziała z uśmiechem. ""Alex zmiana koloru włosów i oczu nie zmyli kogokolwiek, kto cię dobrze zna."
LaurasLab_Relana_40	Dialogue	"8 years is a long time, and not like I was particularly close to anyone back then,"" Alex said and shrugged his shoulders. ""Laura was a real slave-driver back then."	"8 lat to sporo czasu. Na dodatek nie byłem wtedy z nikim specjalnie blisko,"" Alex powiedział i wzruszył ramionami. ""Laura tego dopilnowała zlecając mi nieludzką ilość roboty."
LaurasLab_Relana_50	Dialogue	"Well, that's at least <i>one</i> thing that did not change since that time,"" The woman said with a light-hearted laugh as she looked at the mountain of work stacked in front of her. ""That was her way of showing that she could trust you. Were you able to finally make up with her?"	"No cóż, to chociaż <i>jedna</i> rzecz się nie zmieniła od tamtego czasu,"" powiedziała Relana i beztrosko się zaśmiała po spojrzeniu na ogrom pracy zgromadzony na jej biurku. ""To był jej sposób na pokazanie, że tobie ufa. W końcu udało ci się z nią pogodzić?"
LaurasLab_Relana_60	Dialogue	Not really. It's just that a more pressing issue forced us to ignore our past grievances. At least temporarily.	Nie do końca. Po prostu ważniejsze sprawy zmusiły nas do współpracy mimo problemów z przeszłości. Na razie to wystarczy.
LaurasLab_Relana_70	Dialogue	"Then you should use this opportunity to talk things out,"" the woman said as she sent Alex a concerned look. ""There's no shame in making mistakes, especially as young as you were back then. But it is shameful to run from said mistakes for years on end."	"W takim razie powinieneś skorzystać z okazji, by przedyskutować z nią to co się stało,"" Relana powiedziała i spojrzała na Alexa z nutą zmartwienia w oczach. ""Wstydem nie jest popełnianie błędów, zwłaszcza jeśli wziąć pod uwagę jak młody wtedy byłeś. Wstydem jest uciekać przed swoimi błędami przez lata."
LaurasLab_Relana_80	Dialogue	"If only things were so simple,"" Alex said with a sigh. ""I'm afraid some mistakes and some relationships are beyond simply talking things out."	"Gdyby tylko to było takie łatwe,"" Alex powiedział i westchnął. ""Obawiam się, że niektóre błędy i niektóre relacje są nie do naprawienia zwykłą rozmową."
LaurasLab_Relana_90	Dialogue	"Well, you'd be surprised. No matter how smart, Laura is still a girl,"" Relana said as she smiled once again. ""You'd do well to remember that."	"Wydaje mi się, że byś się zdziwił. Może i jest inteligentna, ale Laura mimo wszystko jest dziewczyną,"" Relana powiedziała i ponownie się uśmiechnęła. ""Lepiej, żebyś o tym nie zapomniał."
LaurasLab_Relana_100	Dialogue	"""...I'll keep that in mind,"" Alex said as he left Relana to continue her work. Conversations with her always had a way of making Alex rethink his attitude towards many different issues. And she was hardly ever wrong."	"""...Będę to miał na uwadze,"" Alex powiedział i pozwolił Relanie wrócić do swojej pracy. Rozmowy z nią zawsze sprawiały, że Alex musiał przemyśleć swoje podejście do niektórych spraw. I jej rady rzadko kiedy były błędne."
TimelyHelp_TreasureDugUp_0	Dialogue	Just like the woman said: an incredible amount of gold. Enough to save the woman's son and still have some left over. Giving the money to her would be the right thing to do.	Dokładnie jak powiedziała ta kobieta: niebywała ilość złota. Wystarczająco dużo, by uratować syna tej kobiety, i zostałoby jeszcze całkiem sporo. Należałoby oddać jej część tych pieniędzy.
TimelyHelp_TreasureDugUp_10	Dialogue	But then again... I need this money just as much, if not more. And with better equipment, I would be able to save so many more people than just one child. I should try to look at the bigger picture.	Ale z drugiej strony... potrzebuję tych pieniędzy równie mocno, albo nawet mocniej. Z lepszych ekwipunkiem byłbym w stanie uratować o wiele więcej ludzi niż jakieś jedno dziecko. Muszę na to patrzeć z szerszej perspektywy.
TimelyHelp_TreasureDugUp_20	Dialogue	Besides, it's not even the final cycle. As long as her memory gets wiped, it'll be like her kid never died anyway. What's the point of wasting the money in this cycle.	Zresztą, to nawet nie jest ostatni cykl. Tak długo jak jej pamięć zostanie wymazana, to będzie jakby jej dziecko nigdy nie umarło. Jaki jest sens marnowania pieniędzy w tym cyklu.
TimelyHelp_TreasureDugUp_30	Dialogue	Well, it might be the final cycle, but it's <i>exactly because</i> it's the final cycle that I should be mindful how I spend money. All this gold might end up saving hundreds of people in the long run. If I let my feelings get the better of me here, I'll have all of those people's blood on my hands.	Może i jest to ostatni cykl, ale to <i>właśnie dlatego</i> że jest to ostatni cykl to muszę być bardziej rozsądny w wydawaniu złota. Tyle pieniędzy może mi pozwolić na dłuższą metę uratować setki ludzi. Jeśli pozwolę by zawładnęły tutaj mną uczucia, to krew wszystkich tych ludzi będzie na moich rękach.
TimelyHelp_Regular_0	Dialogue	"""What's troubling you?"" Alex asked as he approached a middle-aged woman who looked particularly distraught. Back when he used to live here 8 years ago, she was known as an up-and-coming talented artisan. Alex wondered what happened for her to look so defeated."	"""Co cię trapi?"" zapytał Alex gdy podszedł do kobiety w średnim wieku, która wyglądała na wyjątkowo zestresowaną. Kiedy żył tutaj 8 lat temu, była znana jako wschodząca gwiazda sztuki. Alex zastanawiał się, co musiało się stać, że wygląda na tak przygwożdżoną."
TimelyHelp_Regular_10	Dialogue	"""Same as you'll see anywhere. Just your ordinary money troubles,"" the woman said with a sigh."	"""To co zwykle w takich przypadkach. Brak pieniędzy,"" kobieta powiedziała i westchnęła."
TimelyHelp_Regular_20	Dialogue	"""You don't look like someone itching to go gambling or drinking,"" Alex said as he did not let up."	"""Nie wyglądasz na kogoś pilnie potrzebującego alkoholu lub hazardu,"" powiedział Alex, nie dając za wygraną."
TimelyHelp_Regular_30	Dialogue	"Quite nosy, aren't you?"" The woman said with a defeated, self-depreciating laugh. ""My son is ill, and I don't have the money to do anything to help him."	"Mówił ci ktoś, że wścibski z ciebie gość?"" powiedziała kobieta i zaśmiała się smutno. ""Mój syn jest chory, a ja nie mam pieniędzy żeby mu jakkolwiek pomóc."
TimelyHelp_Regular_40	Dialogue	How much are you missing?	Jak dużo ci brakuje?
TimelyHelp_Regular_50	Dialogue	Probably somewhere around 100,000 gold. I don't have enough saved up, and the banks are unwilling to give out loans at the moment. According to the doctors, my son only has a few months left to live.	Coś około 100,000 złota. Nie mam wystarczająco oszczędności, a banki nie są skłonne do udzielania kredytów przy obecnej sytuacji. Według doktorów, mojemu synowi pozostało tylko kilka miesięcy życia.
TimelyHelp_Regular1_0	Dialogue	Let me solve that problem for you.	Pozwól, że rozwiąże ten problem.
TimelyHelp_Regular1_Requirement	Dialogue	Requires 100,000 gold	Wymaga 100,000 złota
TimelyHelp_Regular2_0	Dialogue	A solution to your troubles is closer than you think.	Rozwiązanie twojego problemu znajduje się bliżej niż myślisz.
TimelyHelp_Regular2_Requirement	Dialogue	Requires talking after son dies	Wymaga rozmowy po śmierci syna
TimelyHelp_Regular3_0	Dialogue	"""I don't have that kind of money right now."" *Leave*"	"""Niestety nie mam takich pieniędzy."" *Odejdź*"
TimelyHelp_Regular1_10	Dialogue	"""Let me solve that problem for you,"" Alex said as he nonchalantly handed over a heavy sack of gold to the woman."	"""Pozwól, że rozwiąże ten problem,"" powiedział Alex i nonszalancko wręczył kobiecie sakwę po brzegi wypełnioną złotem."
TimelyHelp_Regular1_20	Dialogue	"""What? How could I-"" the woman said, in disbelief of what she just received. She seemed unsure if it was okay to accept such generosity."	"""Co? Przecież nie mogę-"" powiedziała kobieta, nie wierząc w co właśnie otrzymała. Wyglądała na niepewną, czy może przyjąć aż tak hojny podarunek. "
TimelyHelp_Regular1_30	Dialogue	"Spending money to save a life is never a bad deal,"" Alex said and shrugged his shoulders. ""Besides, as far as I'm aware you're quite the skilled artisan. Now that your greatest worry is taken care of, you should be able to focus on your work."	"Ratowanie życia to jeden z najlepszych sposobów na wydawanie pieniędzy,"" powiedział Alex i wzruszył ramionami. ""Poza tym, jestem świadomy jak uzdolnioną jesteś artystką. Teraz jak już nie będziesz miała zbytnich zmartwień, powinnaś być w stanie skupić się na pracy."
TimelyHelp_Regular1_40	Dialogue	"Most certainly, good sir!"" the woman said, new-found determination blazing in her eyes. ""I'll never forget this favor. Give me a few months and I'll make sure that you won't regret helping me today!"	"Bez wątpienia! Dokładnie tak zrobię!"" powiedziała kobieta, w jej oczach zaczęła się tlić nowo-narodzona determinacja. ""Nigdy nie zapomnę tej przysługi. Daj mi kilka miesięcy, a upewnię się, że nie pożałujesz udzielonej mi pomocy!"
TimelyHelp_Regular1_50	Dialogue	"No need to feel pressured,"" Alex said with a smile. ""For now, focus on getting your son back to good health. Money-making can wait until that's taken care of."	"Nie czuj zbytniej presji,"" powiedział Alex z uśmiechem. ""Na razie skup się na przywróceniu swojego syna do zdrowia. Zarabianie pieniędzy może poczekać."
TimelyHelp_Regular2_10	Dialogue	"A solution to your troubles is closer than you think,"" Alex said with a smile. ""There's a treasure hidden under the roots of your tree. More than enough to save your son's life."	"Rozwiązanie twojego problemu znajduje się bliżej niż myślisz,"" powiedział Alex i się uśmiechnął. ""Pod korzeniami twojego drzewa zakopany jest skarb. Wystarczająco duży, by uratować życie twojego syna."
TimelyHelp_Regular2_20	Dialogue	"Truly!?"" the woman said as she could not hide her excitement. ""Since you're sharing that fact with me, I assume you don't mind if I make use of it?"	"Naprawdę!?"" powiedziała kobieta, niezdolna do ukrycia swego podekscytowania. ""Skoro dzielisz się ze mną tą informacją, to zakładam, że pozwolisz mi z niej skorzystać?"
TimelyHelp_Regular2_30	Dialogue	Be my guest.	Nie ma sprawy.
TimelyHelp_Regular2_40	Dialogue	"After no less than 10 minutes, the woman was back with a smile on her face, and a bag of money in her hands. ""Just like you told me, good sir! I definitely won't forget this favor."""	"Po mniej niż 10 minutach, kobieta wróciła z uśmiechem na twarzy i ogromną torbą pieniędzy w rękach. ""Dokładnie jak mi powiedziałeś, dobry panie! Nie zapomnę przysługi, którą mi dzisiaj wyświadczyłeś."""
TimelyHelp_Regular2_50	Dialogue	"""Glad to be of help,"" Alex said as he waved the woman goodbye. He decided to see drop by and see how well she would be doing near the end of the year."	"""Cieszę się, że mogłem pomóc,"" powiedział Alex i pożegnał kobietę. Postanowił, że sprawdzi jak dobrze będzie sobie radziła pod koniec roku."
TimelyHelp_Regular3_10	Dialogue	"""Can't say I'm surprised. Thanks for hearing me out anyway,"" the woman said as he forced himself to smile."	"""Nie powiem, żebym była zaskoczona. Ale dzięki za wysłuchanie mnie,"" powiedziała kobieta i zmusiła się do uśmiechnięcia."
