Label,Category,ENG,PL
Effect_ConvertTenacityToArmor,Effect,Unyielding,
Effect_ConvertTenacityToArmor_Description,Effect,+{0}[A]Armor ({1}% of your [T]Tenacity),
Effect_BarrierAmount,Effect,Sturdier Than Steel,Silniejsza Bariera
Effect_BarrierAmount_Description,Effect,+{0}% [Barrier]Barrier gained,Otrzymujesz {0}% wi?cej [Barrier]Bariery.
Effect_BarrierDecay,Effect,Non Corroding Metal,Wolniejsze Zmniejszanie Bariery
Effect_BarrierDecay_Description,Effect,{0}% slower [Barrier]Barrier decay,[Barrier]Bariera kt?r? zyskujesz zmniejsza si? o {0}% mniej co sekund?.
Effect_FlatHealth+Health,Effect,Perfect Health,
Effect_FlatStaggerBar+StaggerBar,Effect,Perfect Posture,
Effect_MoreTenacityWhileBarrier,Effect,Head Protection,
Effect_MoreTenacityWhileBarrier_Description,Effect,+{0}[T]Tenacity while [Barrier]Barriered,
Effect_MoreArmorWhileCCed,Effect,Never Surrender,
Effect_MoreArmorWhileCCed_Description,Effect,+{0}%[D]Damage while [CrowdControl]Crowd-Controlled,
Effect_ConvertHealthToInjury,Effect,Overflowing Vitality,
Effect_ConvertHealthToInjury_Description,Effect,+{0}%[I]Injury ([R]{1}%[/R] of your [H]Health),
Effect_EnergyGainFromHealthLost,Effect,Red Fuel,
Effect_EnergyGainFromHealthLost_Description,Effect,+[B]{0}%[/B][E]Energy gained from [H]Health lost,
Effect_EnergyGainFromHealthLost_DescriptionDetailed,Effect,+[B]{0}%[/B][E]Energy gained from [H]Health lost (+{1}[E] for each [R]10%[/R] of max [H]Health lost),
Effect_HealthRegenWhileBarrier,Effect,Shielded Respite,
Effect_HealthRegenWhileBarrier_Description,Effect,+{0}[H]Health regen while [Barrier]Barriered,
Effect_ArmorWhileLowHealth,Effect,Hard To Kill,
Effect_ArmorWhileLowHealth_Description,Effect,+{0}[A]Armor while below [R]50%[/R] max [H]Health,
Effect_ConvertStaggerBarToStagger,Effect,Body of Steel,
Effect_ConvertStaggerBarToStagger_Description,Effect,+{0}%[S]Stagger ([P]{1}%[/P] of your [SB]Stagger Bar),
Effect_EnergyGainFromBlocking,Effect,Weather the Storm,
Effect_EnergyGainFromBlocking_Description,Effect,+[B]{0}%[/B][E]Energy gained from Blocking,
Effect_EnergyGainFromBlocking_DescriptionDetailed,Effect,+[B]{0}%[/B][E]Energy gained from Blocking (+{1}[E] for each [P]10%[/P] of max [SB]Stagger Bar lost),
Effect_StaggerBarRegenWhileBarrier,Effect,Shielded Poise,
Effect_StaggerBarRegenWhileBarrier_Description,Effect,+{0}[SB]Stagger Bar regen while [Barrier]Barriered,
Effect_ArmorWhileHighStaggerBar,Effect,On the Edge,
Effect_ArmorWhileHighStaggerBar_Description,Effect,+{0}[A]Armor while above [P]50%[/P] max [SB]Stagger Bar,
Effect_HealMissingHealth,Effect,Monstrous Regeneration,
Effect_HealMissingHealth_Description,Effect,Heal [R]{0}%[/R] of your missing [H]Health each second,
Effect_HealFromStaggerTaken,Effect,Force Absorption,
Effect_HealFromStaggerTaken_Description,Effect,Heal for [R]{0}%[/R] of [S]Stagger you take while NOT-[Staggered]Staggered,
Effect_HealFromStaggerTaken_DescriptionDetailed,Effect,Heal for [R]{0}%[/R] of [S]Stagger you take while NOT-[Staggered]Staggered ([A]Armor does not decrease this healing),
Effect_HeavyInjury+LightInjury,Effect,Flame and Thunder,
Effect_HeavyInjury+RangedInjury,Effect,Flame and Ice,
Effect_LightInjury+RangedInjury,Effect,Thunder and Ice,
Effect_SalutisTechniqueCooldownReduction,Effect,Assassination Specialization,
Effect_SalutisTechniqueCooldownReduction_Description,Effect,+{0}[CDR]Cooldown Reduction for [Salutis]Salutis [Technique]Techniques,
Effect_TechniqueCooldownReduction,Effect,Swift and Precise,
Effect_TechniqueCooldownReduction_Description,Effect,+{0}[CDR]Cooldown Reduction for [Technique]Techniques,
Effect_ToolCooldownReduction,Effect,Tools of the Trade,
Effect_ToolCooldownReduction_Description,Effect,+{0}[CDR]Cooldown Reduction for [Tool]Tools,
Effect_EffectCooldownReduction,Effect,Enhanced Gear,
Effect_EffectCooldownReduction_Description,Effect,+{0}[CDR]Cooldown Reduction for [Effect]Effects,
Effect_EffectCooldownReduction_DescriptionDetailed,Effect,+{0}[CDR]Cooldown Reduction for [Effect]Effects (special properties of some Equipment or Stances),
Effect_InjuryToBleeding,Effect,Aggravating Wounds,
Effect_InjuryToBleeding_Description,Effect,+{0}%[I]Injury vs [Bleed]Bleeding,
Effect_BleedAmount,Effect,Anatomy Expert,Silniejsze Krwawienie
Effect_BleedAmount_Description,Effect,+{0}% [Bleed]Bleed applied,Nak?adasz {0}% wi?cej [Bleed]Naci?cia.
Effect_BleedDecay,Effect,Serrated Blades,Wolniejsze Zmniejszanie Naci?cia
Effect_BleedDecay_Description,Effect,{0}% slower [Bleed]Bleed decay,[Bleed]Naci?cie kt?r? nak?adasz zmniejsza si? o {0}% mniej co sekund?.
Effect_BackstabInjury,Effect,Weak Spot,
Effect_BackstabInjury_Description,Effect,+[R]{0}%[/R][Backstab]Backstab [I]Injury,
Effect_TechniqueInjury,Effect,Perfect Exectution,
Effect_TechniqueInjury_Description,Effect,+{0}%[TI]Technique Injury,
Effect_BackstabsReduceCooldowns,Effect,Press the Advantage,
Effect_BackstabsReduceCooldowns_Description,Effect,[Backstab]Backstabs reduce remaining [CD]Cooldows by [GREY]{0}[/GREY]%,
Effect_BackstabsGiveEnergy,Effect,Mission Accomplished,
Effect_BackstabsGiveEnergy_Description,Effect,[Backstab]Backstabs give {0}[E]Energy (affected by [EG]Energy Gain),
Effect_BackstabsDealMoreDamageBasedOnBleed,Effect,Take Advantage,
Effect_BackstabsDealMoreDamageBasedOnBleed_Description,Effect,[Backstab]Backstab inflict extra [I]Injury ({0}% of [Bleed]Bleed),
Effect_BackstabsDealMoreDamageBasedOnBleed_DescriptionDetailed,Effect,"When [Backstab]Backstabbing enemies who are [Bleed]Bleeding, inflict extra [I]Injury equal to [R]{0}%[/R] of [Bleed]Bleed applied to that enemy",
Effect_BasicAttackInjury,Effect,Simple Yet Effective,
Effect_BasicAttackInjury_Description,Effect,+[R]{0}%[/R][BA]Basic Attack [I]Injury,
Effect_InjuryArmorPenetration,Effect,Gap in the Armor,
Effect_InjuryArmorPenetration_Description,Effect,[I]Injury ignores {0}%[A]Armor,
Effect_BackstabsScaleWithOnslaughtSharpAndAnalysis,Effect,Spot Weakness,
Effect_BackstabsScaleWithOnslaughtSharpAndAnalysis_Description,Effect,+[G]{0}%[/G][Backstab]Backstab [D]Damage based on [Onslaught]Onslaught\n\n+[G]{1}%[/G][Backstab]Backstab [D]Damage based on [Sharp]Sharp\n\n+[G]{2}%[/G][Backstab]Backstab [D]Damage based on [Analysis]Analysis,
Effect_BackstabsScaleWithOnslaughtSharpAndAnalysis_DescriptionDetailed,Effect,"When you perform a [Backstab]Backstab, your current [Onslaught]Onslaught, [Sharp]Sharp and [Analysis]Analysis increase the [D]Damage at {0}%, {1}%, and {2}% effectivness respectively",
Effect_BackstabsApplyBleed,Effect,Critical Strike,
Effect_BackstabsApplyBleed_Description,Effect,[Backstab]Backstabbing applies [Bleed]Bleed ([G]{0}%[/G] of [I]Injury dealt),
Effect_HealFromBackstabs,Effect,Leaking Vitality,
Effect_HealFromBackstabs_Description,Effect,Heal for [R]{0}%[/R] of [Backstab]Backstab [D]Damage,
Effect_HealFromTakedowns,Effect,Reaper of the Battlefield,
Effect_HealFromTakedowns_Description,Effect,Heal for [R]{0}%[/R] of your max [H]Health upon defeating an enemy,
Effect_AttackSpeed+MovementSpeed,Effect,Nimble Movements,
Effect_SuperchargeAmount,Effect,Ultracharged,Silniejsza Na?adowanie
Effect_SuperchargeAmount_Description,Effect,+{0}% [Supercharge]Supercharge gained,Otrzymujesz {0}% wi?cej [Supercharge]Na?adowania.
Effect_SuperchargeDecay,Effect,Superconductivity,Wolniejsze Zmniejszanie Na?adowania
Effect_SuperchargeDecay_Description,Effect,{0}% slower [Supercharge]Supercharge decay,[Supercharge]Na?adowanie kt?r? zyskujesz zmniejsza si? o {0}% mniej co sekund?.
Effect_SuperchargeMovementSpeed,Effect,Energized Steps,
Effect_SuperchargeMovementSpeed_Description,Effect,+[SPEED]Movement Speed ({0}% of [Supercharge]Supercharge),
Effect_SuperchargeArmor,Effect,Repelling Static,Redukcja Obra?e? z Na?adowaniem
Effect_SuperchargeArmor_Description,Effect,+{0}[A]/+{1}[A]/+{2}[A]Armor at [Supercharge]Supercharge level 1/2/3,
Effect_DealExtraInjuryBasedOnMovementSpeed,Effect,Lethal Speed,
Effect_DealExtraInjuryBasedOnMovementSpeed_Description,Effect,+[I]Injury ({0}% of bonus [MS]Movement Speed),
Effect_SuperchargeInjuryDealt,Effect,Painful Discharge,
Effect_SuperchargeInjuryDealt_Description,Effect,+[R]{0}%[/R][Supercharge]Supercharge [I]Injury,
Effect_SpendingSuperchargeGeneratesBarrier,Effect,Electric Barrier,
Effect_SpendingSuperchargeGeneratesBarrier_Description,Effect,+[Barrier]Barrier ({0}% of [Supercharge]Supercharge stacks spent),
Effect_LightAttackSpeed+MovementSpeed,Effect,Ambidextrous,
Effect_SuperchargeInjuryFromBasicAttacks,Effect,Frenzied Lightning,
Effect_SuperchargeInjuryFromBasicAttacks_Description,Effect,+[R]{0}%[/R][BA]Basic Attack [Supercharge]Supercharge [I]Injury,
Effect_ExtraArmorBasedOnMovementSpeed,Effect,Blurred Silhouette,
Effect_ExtraArmorBasedOnMovementSpeed_Description,Effect,+[A]Armor ({0}% of bonus [SPEED]Movement Speed),
Effect_HealFromDistanceTravelled,Effect,Rejuvenating Footwork,
Effect_HealFromDistanceTravelled_Description,Effect,Heal for [R]{0}%[/R] of max [H]Health for each 1m travelled,
Effect_HealMoreFromHealthPotions,Effect,Special Recipe,
Effect_HealMoreFromHealthPotions_Description,Effect,+[R]{0}%[/R] max [H]Health restored over 2 sec upon using [H]Health Potion,
Effect_EnergyGainFromBasicAttacks,Effect,Flow of Battle,Energia z Podstawowych Atak?w
Effect_EnergyGainFromBasicAttacks_Description,Effect,+[B]{0}%[/B][E]Energy gained from [BA]Basic Attacks,
Effect_EnergyGainFromBasicAttacks_DescriptionDetailed,Effect,+[B]{0}%[/B][E]Energy gained from [BA]Basic Attacks (+{1}[E] for each attack),
Effect_EnergyGainFromRipostesAndCounters,Effect,Redirected Flow,Energia z Kontr
Effect_EnergyGainFromRipostesAndCounters_Description,Effect,+[B]{0}%[/B][E]Energy gained from [Riposte]Ripostes and [Counter]Counters,
Effect_EnergyGainFromRipostesAndCounters_DescriptionDetailed,Effect,+[B]{0}%[/B][E]Energy gained from [Riposte]Ripostes and [Counter]Counters (+{1}[E]/+{2}[E] respectively),
Effect_EnergyGainFromDodges,Effect,Like Water,Energia z Unikania
Effect_EnergyGainFromDodges_Description,Effect,+[B]{0}%[/B][E]Energy gained from [Dodge]Dodging,
Effect_EnergyGainFromDodges_DescriptionDetailed,Effect,+[B]{0}%[/B][E]Energy gained from [Dodge]Dodging (+{1}[E] per dodge),
Effect_EnergyGainFromStaggering,Effect,Raging Waves,Energia z Zachwiania
Effect_EnergyGainFromStaggering_Description,Effect,+[B]{0}%[/B][E]Energy gained from [Staggered]Staggering,
Effect_EnergyGainFromStaggering_DescriptionDetailed,Effect,+[B]{0}%[/B][E]Energy gained from [Staggered]Staggering  (+{1}[E] for each [Staggered]Staggered),
Effect_TechniqueDamage,Effect,Finishing Blow,
Effect_TechniqueDamage_Description,Effect,+{0}%[TD]Technique Damage,
Effect_AnalysisAmount,Effect,Keen Insight,Silniejsza Analiza
Effect_AnalysisAmount_Description,Effect,+{0}% [Analysis]Analysis gained,Otrzymujesz {0}% wi?cej [Analysis]Analizy.
Effect_AnalysisDecay,Effect,Perfect Memory,Wolniejsze Zmniejszanie Analizy
Effect_AnalysisDecay_Description,Effect,{0}% slower [Analysis]Analysis decay,[Analysis]Analiza kt?r? zyskujesz zmniejsza si? o {0}% mniej co sekund?.
Effect_AnalysisBoostsAllDamage,Effect,Universal Application,
Effect_AnalysisBoostsAllDamage_Description,Effect,+%[D]Damage of NOT-[Technique]Techniques ({0}% of [Analysis]Analysis),
Effect_UltimateTechniqueDamage,Effect,Secret Technique,
Effect_UltimateTechniqueDamage_Description,Effect,+{0}%[TD]Ultimate Technique Damage,
Effect_PropriusTechniqueCooldownReduction,Effect,Learned By Heart,
Effect_PropriusTechniqueCooldownReduction_Description,Effect,+{0}[CDR]Cooldown Reduction for [Proprius]Proprius [Technique]Techniques,
Effect_AnalysisEnergyGain,Effect,Planned Obliteration,Redukcja Obra?e? z Analiz?
Effect_AnalysisEnergyGain_Description,Effect,+[EG]Energy Gain ({0}% of [Analysis]Analysis),
Effect_AnalysisArmor,Effect,Adaptive Defenses,Redukcja Obra?e? z Analiz?
Effect_AnalysisArmor_Description,Effect,+{0}[A]/+{1}[A]/+{2}[A]Armor at [Analysis]Analysis level 1/2/3,
Effect_PropriusUltimateTechniqueDamage,Effect,Ultimate Inheritance,
Effect_PropriusUltimateTechniqueDamage_Description,Effect,+[G]{0}%[/G][Proprius]Proprius [TD]Ultimate Technique Damage,
Effect_TechniqueDamageGivesAnalysis,Effect,Learn Through Conflict,
Effect_TechniqueDamageGivesAnalysis_Description,Effect,+{0}[Analysis]Analysis each time [TD]Technique Damage is dealt,
Effect_ConvertEnergyGainIntoHealthAndStaggerBar,Effect,Overflowing Energy Core,
Effect_ConvertEnergyGainIntoHealthAndStaggerBar_Description,Effect,+[H]Health ([R]{0}%[/R] of [EG]Energy Gain)\n\n+[SB]Stagger Bar ([P]{0}%[/P] of [EG]Energy Gain),
Effect_HealFromTechniqueDamage,Effect,Core Reaper,
Effect_HealFromTechniqueDamage_Description,Effect,Heal for [R]{0}%[/R] of [TD]Technique Damage,
Effect_HealFromEnergyUsed,Effect,Energized Bloodflow,
Effect_HealFromEnergyUsed_Description,Effect,Heal [R]{0}%[/R] of max [H]Health for each {1}[E]Energy spent on [Technique]Techniques,
Effect_GainSharpOnRiposteCounterOrDodge_Description,Effect,+{0}[Sharp]Sharp upon [Riposte]Riposting\n\n+{1}[Sharp]Sharp upon [Counter]Countering\n\n+{2}[Sharp]Sharp upon [Dodge]Dodging,
Effect_SharpArmorWithoutLimit_Description,Effect,+[A]Armor ({0}% of your current [Sharp]Sharp),
Effect_GainSharpOnBasicAttacksAndOnslaughtOnRipostesAndCounters_Description,Effect,+{0}[Sharp]Sharp upon [BA]Basic Attacking\n\n+{1}[Onslaught]Onslaught upon [Riposte]Riposting or [Counter]Countering,
Effect_RestoreHealthOnRiposteOrCounter_Description,Effect,+{0}[H]Heal upon [Riposte]Riposting\n\n+{1}[H]Heal upon [Counter]Countering,
Effect_ExtraEffectiveButConsumableSharp_Description,Effect,"+{1}% [Sharp]Sharp gained, but {0}% faster decay\n\n[Riposte]Ripostes and [Counter]Counters consume all [Sharp]Sharp",
Effect_ReceiveSharpWhileInProximity_Description,Effect,+{1}[Sharp]Sharp/sec while an enemy is within {0}m,
Effect_GainInvincibleOnRiposteOrCounter_Description,Effect,+{0} sec [Invincible]Invincible upon [Riposte]Riposting\n\n+{1} sec [Invincible]Invincible upon [Counter]Countering,
Effect_EmpowerNextAttackAfterRiposteOrCounter_Description,Effect,+{0}%[D]Damage dealt by next attack after [Riposte]Riposting\n\n+{1}%[D]Damage dealt by next attack after [Counter]Countering,
Effect_WeaponTechniquesEmpowerNextBasicAttackAndViceVersa_Description,Effect,+[G]{1}%[/G][BA]Basic Attack [D]Damage for {0} sec after dealing [WD]Weapon [TD]Technique Damage\n\n+[G]{2}%[/G][WD]Weapon [TD]Technique Damage for {0} sec after dealing [BA]Basic Attack [D]Damage,
Effect_WeaponTechniquesEmpowerNextBasicAttackAndViceVersa_DescriptionDetailed,Effect,Dealing damage with [Weapons]Weapon-based [Technique]Techniques causes your next [BA]Basic Attack within next {0} seconds to deal [G]{1}%[/G] more [D]Damage\n\nDealing damage with [BA]Basic Attacks causes your next [Weapons]Weapon-based [TD]Technique Damage within next {0} seconds to deal [G]{2}%[/G] more [D]Damage,
Effect_BlademastersGarb_Description,Effect,Deal [G]+{0}%[/G][BA]Basic Attack [D]Damage with bladed weapon equipped\n\nHave -{1}[A]Armor with bladed weapon equipped\n\nGain {2}[A]Armor with NOT-bladed weapon equipped\n\nDeal [G]{3}%[/G] less [BA]Basic Attack [D]Damage with NOT-bladed weapon equipped,
Effect_BlademastersGarb_DescriptionDetailed,Effect,"When you have a bladed weapon equipped (Longblade, Greatsword, Twin Blades, Daggers), your [BA]Basic Attacks deal [G]{0}%[/G] more [D]Damage, but you have -{1}[A]Armor\n\nWhen you have a non-bladed weapon equipped (Polearm, Gauntlets, Gun, Bow, Cannon), you have +{2}[A]Armor, but your [BA]Basic Attacks deal [G]{3}%[/G] less [D]Damage",
Effect_RestoreHealthOnWeaponDamage_Description,Effect,+{0}[H]Heal whenever [WD]Weapon Damage dealt (once per attack),
Effect_IncreasedWeaponDamageButDecreasedMagicDamage_Description,Effect,+{0}%[WD]Weapon Damage\n\n-{0}%[MD]Magic Damage,
Effect_DealingOrTakingDamageAppliesChainedToYou_Description,Effect,+{0}[Chained]Chained gained upon dealing or taking any [D]Damage,
Effect_ChainedAmount_Description,Effect,+{0}% [Chained]Chained gained and applied,
Effect_GainDamageAndArmorForEachDebuff_Description,Effect,+{0}%[D]Damage and +{1}[A]Armor for each [Debuff]Debuff affecting you (max at {2}[Debuff]Debuffs),
Effect_ChainedArmor_Description,Effect,up to +{2}[A]Armor based on your [Chained]Chained\n\nup to +{5}[A]Armor vs enemies based on their [Chained]Chained,
Effect_DodgingAndCounteringAppliesChained_Description,Effect,"+{0}[Chained]Chained gained upon [Riposte]Riposting, [Counter]Countering or [Dodge]Dodging",
Effect_RestoreStaggerFromDebuffs_Description,Effect,+{0}[SB]Stagger Bar restored upon receiving a [Debuff]Debuff ({1}[CD]),
Effect_HealFromBeingDamagedByStackingEffects_Description,Effect,Heal for {0}% of [D]Damage taken from [Debuff]Debuffs,
Effect_HealFromBeingDamagedByStackingEffects_DescriptionDetailed,Effect,"Heal for {0}% of [D]Damage taken from [Burn]Burn, [Freeze]Freeze and [Bleed]Bleed (before [A]Armor mitigation)",
Effect_ApplySelfChainedToEnemies_Description,Effect,[HeavyDamage]Heavy Damage applies {0}% of your [Chained]Chained to enemies,
Effect_ApplySelfChainedToEnemies_DescriptionDetailed,Effect,[HeavyDamage]Heavy Damage applies {0}% of your current [Chained]Chained to enemies hit (enemies do not benefit from [Chained]Chained [D]Damage increase),
Effect_GainChainedOnHeavyDamage_Description,Effect,+{0}[Chained]Chained gained upon dealing [HD]Heavy Damage,
Effect_ConvertCurrentHealthIntoChained_Description,Effect,Lose {0}% current [H]Health/sec. Gain {1}[Chained]Chained for each 100[H]Health lost,
Effect_BasicAttacksRestoreHealth_Description,Effect,+{0}[H]Heal upon [BA]Basic Attacking,[BA]Podstawowe Ataki odnawiaj? {0}[H]?ycia.
Effect_ConvertChainedIntoHealth_Description,Effect,[LightDamage]Light Damage consumes {0}% of your [Chained]Chained. Restore {1}[H]Health per [Chained]Chained lost,
Effect_ConvertedChainedGeneratesBarrier_Description,Effect,[Chained]Chained consumed with the weapon's first effect also gives {0}[Barrier]Barrier for every 10[Chained]Chained lost,
Effect_GainBurnOnBasicAttackAndIncreaseDamageBasedOnBurn_Description,Effect,Apply {0}[Burn]Burn to yourself when [BA]Basic Attacking\n\n+{0}%[RD]Ranged Damage for every 10[Burn]Burn currently applied to you,
Effect_CleanseBurnOnWeaponSwitch_Description,Effect,Switching stances removes up to {0}[Burn]Burn from yourself ({1}[CD]),
Effect_AncientGloves_Description,Effect,+{0}[EG]Energy Gain with 'Ancient Greaves' equipped,"Kiedy nosisz Buty 'Antyczne Buty', posiadasz +{0}[EG]."
Effect_AncientHelmet_Description,Effect,+{0}[CDR]Cooldown Reduction with 'Ancient Gauntlets' equipped,"Kiedy nosisz R?kawice 'Antyczne R?kawice', posiadasz +{0}[CDR]."
Effect_AncientArmor_Description,Effect,+{0}%[D]Damage with 'Ancient Crown' equipped,"Kiedy nosisz He?m 'Antyczna Korona', posiadasz +{0}%[I] i +{0}%[S]."
Effect_AncientBoots_Description,Effect,+{0}%[AS]Attack Speed with 'Ancient Breastplate' equipped,"Kiedy nosisz Zbroj? 'Antyczny Napier?nik', posiadasz +{0}%[AS]."
Effect_AncientFirearmsDamage_Description,Effect,+{0}%[D]Damage for each 'Ancient' item equipped,
Effect_AncientFirearmsArmor_Description,Effect,+{0}[A]Armor for each 'Ancient' item equipped,
Effect_GainAttackSpeedAsHealthLowers_Description,Effect,Gain up to {0}[AS]Attack Speed based on your missing [H]Health,
Effect_TakingDamageGivesBarrierBasedOnMissingHealth_Description,Effect,Gain up to {0}[Barrier]Barrier based on your missing [H]Health when taking any [D]Damage,
Effect_LoseHealthWhileAboveHalfAndRegenWhileBelow_Description,Effect,Restore {1}% missing [H]Health/sec while below 50%[H]\n\nLose {0}% current [H]Health/sec while above 50%[H],
Effect_GainArmorBasedOnMissingHealth_Description,Effect,Gain up to {0}[A]Armor based on your missing [H]Health,
Effect_HeavyDamageAppliesBurn_Description,Effect,+{0}[Burn]Burn upon dealing [HD]Heavy Damage ({1}[CD]),
Effect_BurnAmountWhileBelowNHealth_Description,Effect,+{0}% [Burn]Burn applied while below {1}%[H]Health,Nak?adasz {0} wi?cej [Burn]Podpalenia gdy masz poni?ej {1}% [H]?ycia.
Effect_BlazingShadowWatchesYourBack_Description,Effect,"+{0}[A]Armor vs [Backstab]Backstabs\n\nUpon getting [Backstab]Backstabbed, inflict {1}[Burn]Burn ({2}[CD])",Uderzenia w plecy dokonane na tobie zadaj? {0} mniej [D]Obra?e? i wywo?uj? eksplozj?.
Effect_BlazingShadowWatchesYourBack_DescriptionDetailed,Effect,"+{0}[A]Armor vs [Backstab]Backstabs ([D]Damage dealt by enemies who are behind you)\n\nUpon getting [Backstab]Backstabbed, inflict {1}[Burn]Burn ({2}[CD])",Wrogie ataki w zwarciu kt?re uderzaj? ci? w plecy zadaj? {0} mniej [D]Obra?e? i tworz? eksplozj? nak?adaj?c? {1}[Burn]Podpalenia.
Effect_BasicAttacksRestoreHealBasedOnMissingHealth_Description,Effect,+{0}[H]Heal upon [BA]Basic Attac (based on your missing [H]Health),
Effect_BasicAttacksDealMoreDamageBasedOnMissingHealth_Description,Effect,+[G]{0}%[/G][BA]Basic Attack [D]Damage (based on your missing [H]Health),
Effect_GainDamageBasedOnMissingHealth_Description,Effect,Deal up to [G]{0}%[/G] more [D]Damage based on your missing [H]Health,
Effect_GainTenacityAfterBeingHit_Description,Effect,Gain {0}[T]Tenacity when [D]Damaged in last {1} sec,
Effect_GainArmorAfterBeingHit_Description,Effect,Gain {0}[A]Armor when [D]Damaged in last {1} sec,
Effect_BlockXAmountOfDamageOnceEveryNSeconds_Description,Effect,Reduce enemy [D]Damage by [G]{0}[/G] every {1} sec,
Effect_BurnAmountOnPlayer_Description,Effect,Reduce [Burn]Burn taken by {0}%,
Effect_FreezeAmountOnPlayer_Description,Effect,Reduce [Freeze]Freeze taken by {0}%,
Effect_PlundererEmpower_Description,Effect,"After enemy use their special attack, your next [Technique]Technique from that family deals [G]{0}%[/G] more [TD]Damage ({1}[CD])",
Effect_PlundererArmor_Description,Effect,"After using a Technique empowered by first effect, gain {0}[A]Armor for {1} sec",
Effect_WhenEnemyExitsCrowdControlApplyExtraFrozen_Description,Effect,Apply {0} sec [Frozen]Frozen to enemies when crowd-control on them expires ({1}[CD]),
Effect_GainEnergyWhenApplyingFrozen_Description,Effect,Gain {0}[E]Energy when you apply [Frozen]Frozen,
Effect_PushAwayAndFreezeUponFallingBelowHalfHealth_Description,Effect,"Upon falling below 50%[H]Health, push away enemies in {0}m radius and apply {1}[Freeze]Freeze to them",
Effect_ArmorWhileAbove50PHealth_Description,Effect,Gain {0}[A]Armor while above 50%[H]Health,
Effect_DamagingAnEnemyFreezesThem_Description,Effect,Dealing [D]Damage to an enemy also applies {0}[Freeze]Freeze ({1}[CD]),
Effect_IgnorePortionOfEnemyTenacity_Description,Effect,You ignore up to {0}%[T]Tenacity when applying [Stun]Crowd-Control to enemies,
Effect_BasicAttacksDecreaseEnemyTenacity_Description,Effect,Basic Attacks reduce enemy [T]Tenacity by {0} for {1} sec,
Effect_DamageToSleeping_Description,Effect,Deal [G]{0}%[/G] more [D]Damage to [Sleep]Sleeping enemies,
Effect_RangedTechniqueDamage_Description,Effect,Deal [G]{0}%[/G] more [D]Damage using [Ranged]Ranged Weapon Techniques,
Effect_ApplySleepWithBasicAttacks_Description,Effect,Basic Attacks apply [Sleep]Sleep ({0} sec),
Effect_ApplyStunWithBasicAttacks_Description,Effect,Basic Attacks apply [Stun]Stun ({0} sec),
Effect_DamageToStunned_Description,Effect,Deal [G]{0}%[/G] more [D]Damage to [Stun]Stunned enemies,
Effect_DealExtraDamageToEnemiesFarAway_Description,Effect,Basic Attacks deal [G]{1}%[/G] more [D]Damage to enemies who are at least {0}m away,
Effect_WhileInRangedStanceDecreaseArmorButIncreaseDamage_Description,Effect,Deal [G]{0}%[/G] more [D]Damage but lose {1}[A]Armor while you have [Ranged]Ranged Weapon equipped,
Effect_ArmorPenetration_Description,Effect,[D]Damage ignores {0}%[A]Armor,
Effect_RestoreXAmmoEachTimeYouDealDamage_Description,Effect,Restore {0}[Ammo]Ammo whenever you deal [D]Damage ({1}[CD]),
Effect_GainMovementSpeedWhenThereIsAnEnemyNearYou_Description,Effect,Gain {0}[MS]Movement Speed while there is an enemy within {1}m around you,
Effect_RefundAmmoAgainstUndamagedEnemies_Description,Effect,[RD]Ranged Damage deals extra {0}[D] against undamaged enemies,
Effect_DealExtraDamageToUndamagedEnemies_Description,Effect,[RD]Ranged Damage restores {0}[Ammo]Ammo against undamaged enemies,
Effect_DealIncreasedDamageBasedOnFlightTime_Description,Effect,Your projectiles deal more [D]Damage based on flight distance (up to +{0}%[D] at {1}m)\n\nIncrease projectile max distance by {2}%,
Effect_ArmorPenetrationBasedOnFlightTime_Description,Effect,Your projectiles ignore [A]Armor based on flight distance (up to {0}%[A] at {1}m),
Effect_FinalAmmoDealsIncreasedDamageButHasCooldown_Description,Effect,Deal [G]{0}%[/G] more [D]Damage with your last [Ammo]Ammo ({1}[CD]),
Effect_RestoreAmmoWhileBelow1Ammo_Description,Effect,"While below 1[Ammo]Ammo, you gain {0}[Ammo]/sec",
Effect_DealMoreDamageAndKnockbackToCloserEnemies_Description,Effect,Deal [G]{0}%[/G] more [D]Damage and apply {1}m knock-back when Basic Attacking enemies closer than {2}m,
Effect_RefundAmmoIfEnemyHitByBasicAttackWasClose_Description,Effect,Restore {0}[Ammo]Ammo whenever you Basic Attack an enemy within {1}m range,
Effect_ConvertInjuryToStaggerAgainstNonStaggered_Description,Effect,Convert [R]{0}%[/R][I]Injury into [S]Stagger against [Staggered]NOT-Staggered enemies,
Effect_InjuryToNonStaggered_Description,Effect,Deal [R]{0}%[/R] more [I]Injury against [Staggered]NOT-Staggered enemies,
Effect_DealingDamageProlongsStaggered_Description,Effect,Dealing [D]Damage prolongs [Staggered]Staggered duration by {0} sec (up to {1} sec total duration),
Effect_StaggeringAnEnemyHealsOnceEveryNSeconds_Description,Effect,Restore {0}[H]Health when you [Staggered]Stagger an enemy,
Effect_EnemiesRegainStaggerBarXPercentSlower_Description,Effect,Enemy [SB]Stagger Bars regenerate {0}% slower,
Effect_DamageToAboveHalfStaggerBar_Description,Effect,Deal {0}% more [D]Damage to enemies with more than [P]50%[/P] total [SB]Stagger Bar filled,
